id,internationalName,countryName,countryCode,age,birthDate,clubId,clubJerseyNumber,clubShirtName,countryOfBirthCode,detailedFieldPosition,fieldPosition,gender,imageUrl,nationalFieldPosition,nationalJerseyNumber,nationalShirtName,nationalTeamId,height,weight,club_name,club_name_short,club_countryCode,goals,goals_scored_with_right,goals_scored_with_left,goals_scored_head,goals_scored_other,goals_scored_inside_penalty_area,goals_scored_outside_penalty_area,penalty_scored,matches_appearance,distance_covered,minutes_played_official,assists,top_speed,attempts,attempts_on_target,attempts_off_target,attempts_blocked,passes_accuracy,passes_attempted,passes_completed,cross_accuracy,cross_attempted,cross_completed,free_kick,corners,offsides,dribbling,recovered_ball,tackles,clearance_attempted,saves,goals_conceded,saves_on_penalty,clean_sheet,punches,fouls_committed,fouls_suffered,yellow_cards,red_cards
250051754,Willi Orbán,Hungary,HUN,31,1992-11-03,2603790,4,Orbán,NA,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250051754.jpg,DEFENDER,6,Orbán,57,NA,NA,RB Leipzig,Leipzig,GER,0,0,0,0,0,0,0,0,3,30.56,270,0,30.4,3,1,1,1,89.67,134,119,0,0,0,3,0,1,0,26,3,13,0,0,0,1,0,2,2,1,0
250050819,Benjamin Verbič,Slovenia,SVN,30,1993-11-27,50084,77,Verbič,NA,WINGER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250050819.jpg,MIDFIELDER,7,Verbič,57163,179,70,Panathinaikos FC,Panathinaikos,GRE,0,0,0,0,0,0,0,0,3,10.54,70,0,30.8,1,0,0,1,33.34,14,6,0,1,0,0,0,1,3,2,5,2,0,0,0,2,0,1,1,0,0
250047105,Angus Gunn,Scotland,SCO,28,1996-01-22,52921,54,Gunn,NA,UNKNOWN,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047105.jpg,GOALKEEPER,1,Gunn,117,196,NA,Norwich City FC,Norwich,ENG,0,0,0,0,0,0,0,0,3,18.36,270,0,25,0,0,0,0,62,103,64,0,0,0,14,0,0,0,0,0,10,12,7,0,0,2,0,0,0,0
250047100,Roman Yaremchuk,Ukraine,UKR,28,1995-11-27,52268,70,Yaremchuk,UKR,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047100.jpg,FORWARD,9,Yaremchuk,57166,NA,NA,Valencia CF,Valencia,ESP,1,1,0,0,0,1,0,0,3,16.02,121,0,32.1,6,2,2,2,80,30,23,0,0,0,0,0,2,1,0,1,1,0,0,0,3,0,5,2,1,0
250046901,Thomas Strakosha,Albania,ALB,29,1995-03-19,2601127,1,Strakosha,NA,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250046901.jpg,GOALKEEPER,23,Strakosha,2,186,78,Brentford FC,Brentford,ENG,0,0,0,0,0,0,0,0,3,15.73,270,0,24.2,0,0,0,0,72.67,87,63,0,0,0,5,0,0,0,0,0,1,9,5,0,0,3,0,0,0,0
250046550,Miloš Veljković,Serbia,SRB,28,1995-09-26,50040,41,Veljkovic,NA,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250046550.jpg,DEFENDER,13,Veljković,147,NA,NA,SV Werder Bremen,Bremen,GER,0,0,0,0,0,0,0,0,3,32.1,270,0,30.2,0,0,0,0,92.34,218,202,0,1,0,1,0,0,0,14,2,9,0,0,0,1,0,1,1,0,0
250043090,Ruslan Malinovskyi,Ukraine,UKR,31,1993-05-04,52972,18,Malinovskyi,UKR,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250043090.jpg,MIDFIELDER,8,Malinovskyi,57166,181,79,Genoa CFC,Genoa,ITA,0,0,0,0,0,0,0,0,3,5.96,32,0,26.5,2,1,0,1,61.34,26,24,50,2,1,0,3,0,0,7,3,1,0,0,0,3,0,2,0,0,0
250042869,Aleksandar Mitrović,Serbia,SRB,29,1994-09-16,2604677,45,MITROVIC,NA,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042869.jpg,FORWARD,9,Mitrović,147,189,78,Al-Hilal FC,Al-Hilal,KSA,0,0,0,0,0,0,0,0,3,26.54,241,0,30.2,10,2,5,3,75.67,51,40,0,0,0,1,0,1,4,2,1,2,0,0,0,1,0,2,6,1,0
250042705,Luke Shaw,England,ENG,29,1995-07-12,52682,23,Shaw,NA,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042705.jpg,DEFENDER,3,Shaw,39,185,75,Manchester United,Man United,ENG,0,0,0,0,0,0,0,0,3,19.96,177,0,34.21,0,0,0,0,96.34,70,67,0,5,0,4,0,0,1,11,1,6,0,0,0,2,0,2,0,0,0
250042631,Mario Pašalić,Croatia,CRO,29,1995-02-09,52816,8,Pašalić,NA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042631.jpg,MIDFIELDER,15,Pašalić,56370,186,78,Atalanta BC,Atalanta,ITA,0,0,0,0,0,0,0,0,3,15.65,115,0,31.7,3,0,3,0,87.34,39,35,0,2,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0
250042625,Dominik Livaković,Croatia,CRO,29,1995-01-09,52692,40,LIVAKOVIĆ,CRO,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042625.jpg,GOALKEEPER,1,Livaković,56370,186,79,Fenerbahçe SK,Fenerbahçe,TUR,0,0,0,0,0,0,0,0,3,14.16,270,0,26.4,0,0,0,0,73.67,85,63,0,0,0,5,0,0,0,0,0,4,9,6,0,0,2,0,0,0,0
250042213,Andrija Živković,Serbia,SRB,28,1996-07-11,50130,14,A.Zivkovic,NA,WINGER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042213.jpg,FORWARD,14,Živković,147,170,NA,PAOK FC,PAOK,GRE,0,0,0,0,0,0,0,0,3,28.22,246,0,33.3,0,0,0,0,84,115,98,46.16,13,6,0,0,1,4,6,0,4,0,0,0,1,0,1,0,0,0
250042207,Predrag Rajković,Serbia,SRB,28,1995-10-31,53044,1,RAJKOVIC,NA,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250042207.jpg,GOALKEEPER,1,Rajković,147,191,85,RCD Mallorca,Mallorca,ESP,0,0,0,0,0,0,0,0,3,13.16,270,0,24.3,0,0,0,0,70,100,70,0,0,0,7,0,0,1,0,0,1,8,2,0,1,3,0,1,0,0
250041741,Bryan Cristante,Italy,ITA,29,1995-03-03,50137,4,Cristante,ITA,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250041741.jpg,MIDFIELDER,16,Cristante,66,186,82,AS Roma,Roma,ITA,0,0,0,0,0,0,0,0,3,18.53,132,0,28.9,2,1,0,1,89,110,99,0,3,0,0,0,0,0,2,3,1,0,0,0,1,0,3,1,1,0
250040564,Marcelo Brozović,Croatia,CRO,31,1992-11-16,2612795,77,Brozović,CRO,DEFENSIVE_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040564.jpg,MIDFIELDER,11,Brozović,56370,181,68, Al-Nassr, Al-Nassr,KSA,0,0,0,0,0,0,0,0,3,32.71,225,0,31.3,2,1,1,0,91.34,186,171,50,4,2,7,0,0,0,6,6,5,0,0,0,0,0,2,0,1,0
250040558,Filip Mladenović,Serbia,SRB,32,1991-08-15,50084,25,Mladenović,SRB,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040558.jpg,DEFENDER,25,Mladenović,147,180,77,Panathinaikos FC,Panathinaikos,GRE,0,0,0,0,0,0,0,0,3,14.34,109,0,32.9,0,0,0,0,79.67,45,36,0,7,0,2,1,0,0,1,2,2,0,0,0,3,0,1,3,1,0
250028715,Berat Djimsiti,Albania,ALB,31,1993-02-19,52816,19,Djimsiti,SUI,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250028715.jpg,DEFENDER,6,Gjimshiti,2,190,83,Atalanta BC,Atalanta,ITA,0,0,0,0,0,0,0,0,3,29.81,270,0,30,2,0,2,0,93,140,130,0,0,0,5,0,0,0,15,3,17,0,0,0,0,0,1,2,0,0
250024370,Piotr Zieliński,Poland,POL,30,1994-05-20,50136,20,Zieliński,POL,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024370.jpg,MIDFIELDER,10,Zieliński,109,177,64,SSC Napoli,Napoli,ITA,0,0,0,0,0,0,0,0,3,30.57,255,1,31.2,8,3,1,4,84.34,140,118,40,10,4,7,6,0,8,6,3,1,0,0,0,0,0,1,1,0,0
250024344,Phillipp Mwene,Austria,AUT,30,1994-01-29,70853,29,Mwene,AUT,NA,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250024344.jpg,DEFENDER,16,Mwene,8,NA,NA,1. FSV Mainz 05,Mainz,GER,0,0,0,0,0,0,0,0,3,22.48,196,1,32.21,0,0,0,0,88.67,89,78,20,10,2,1,0,0,2,16,5,6,0,0,0,0,0,4,3,1,0
250023609,Kenny McLean,Scotland,SCO,32,1992-01-08,52921,7,McLean,NA,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023609.jpg,MIDFIELDER,23,McLean,117,NA,NA,Norwich City FC,Norwich,ENG,0,0,0,0,0,0,0,0,3,7.2,41,0,29.4,1,1,0,0,73,26,19,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,2,0,0
250023551,Mateo Kovačić,Croatia,CRO,30,1994-05-06,52919,8,Kovačić,CRO,ATTACKING_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023551.jpg,MIDFIELDER,8,Kovačić,56370,178,77,Manchester City,Man City,ENG,0,0,0,0,0,0,0,0,3,27.56,225,0,30.6,6,3,2,1,91,169,155,0,0,0,3,0,0,6,10,3,0,0,0,0,1,0,3,4,0,0
250023009,Leandro Trossard,Belgium,BEL,29,1994-12-04,52280,19,Trossard,BEL,WINGER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023009.jpg,MIDFIELDER,9,Trossard,13,171,61,Arsenal FC,Arsenal,ENG,0,0,0,0,0,0,0,0,3,21.72,170,0,34.71,3,1,1,1,73.34,75,58,100,2,2,2,0,1,1,5,1,0,0,0,0,2,0,1,4,0,0
250022797,Christian Nørgaard,Denmark,DEN,30,1994-03-10,2601127,19,Nørgaard,DEN,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022797.jpg,MIDFIELDER,15,Nørgaard,35,NA,NA,Brentford FC,Brentford,ENG,0,0,0,0,0,0,0,0,3,6.71,36,0,30.3,0,0,0,0,81,40,34,0,2,0,0,0,0,0,4,2,0,0,0,0,3,0,2,0,1,0
250019308,Giorgi Gvelesiani,Georgia,GEO,33,1991-05-05,2612828,30,Gvelesiani,GEO,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250019308.jpg,DEFENDER,15,Gvelesiani,57157,NA,NA,Persepolis FC,Persepolis,IRN,0,0,0,0,0,0,0,0,3,18.53,162,0,31.4,0,0,0,0,75.67,44,33,0,0,0,0,0,0,0,8,0,12,0,0,0,2,0,0,0,1,0
250016842,Arlind Ajeti,Albania,ALB,30,1993-09-25,88131,6,AJETI,SUI,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250016842.jpg,DEFENDER,5,Ajeti,2,185,81,CFR 1907 Cluj,CFR Cluj,ROU,0,0,0,0,0,0,0,0,3,28.02,270,0,29.4,0,0,0,0,85.34,103,90,0,0,0,7,0,0,2,11,2,15,0,0,0,0,0,1,0,0,0
250014355,Okay Yokuşlu,Türkiye,TUR,30,1994-03-09,53359,5,OKAY,TUR,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014355.jpg,MIDFIELDER,5,OKAY,135,191,86,West Bromwich Albion FC,West Brom,ENG,0,0,0,0,0,0,0,0,3,8.74,52,0,27.2,1,0,1,0,96,27,26,0,0,0,0,0,0,0,4,3,5,0,0,0,2,0,0,2,0,0
250014061,Erik Janža,Slovenia,SVN,31,1993-06-21,50063,32,Janža,NA,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014061.jpg,DEFENDER,13,Janža,57163,NA,NA,Górnik Zabrze,Górnik Zabrze,POL,1,0,1,0,0,0,1,0,3,32.16,269,0,31,3,1,1,1,78.34,89,69,9.1,11,1,4,1,0,0,15,3,11,0,0,0,1,0,3,4,2,0
250014042,Callum McGregor,Scotland,SCO,31,1993-06-14,50050,42,McGregor,NA,WINGER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014042.jpg,MIDFIELDER,8,McGregor,117,180,73,Celtic FC,Celtic,SCO,0,0,0,0,0,0,0,0,3,33.35,247,1,31.3,3,0,1,2,91,114,107,0,1,0,3,0,0,0,6,4,4,0,0,0,0,0,2,1,0,0
250013316,Solomon Kverkvelia,Georgia,GEO,32,1992-02-06,2613116,4,KVERKVELIA,GEO,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013316.jpg,DEFENDER,5,Kverkvelia,57157,190,75,Al-Okhdood,Al-Okhdood,KSA,0,0,0,0,0,0,0,0,3,17.84,181,0,28.8,0,0,0,0,74.34,60,51,0,0,0,4,0,0,0,7,2,12,0,0,0,1,0,1,1,1,0
250013301,Grant Hanley,Scotland,SCO,32,1991-11-20,52921,NA,Hanley,NA,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013301.jpg,DEFENDER,5,Hanley,117,188,76,Norwich City FC,Norwich,ENG,0,0,0,0,0,0,0,0,3,25.52,225,0,33.4,1,0,1,0,84.67,137,116,0,0,0,3,0,0,0,15,3,11,0,0,0,0,0,4,1,0,0
250010472,Thomas Delaney,Denmark,DEN,32,1991-09-03,50074,26,Delaney,DEN,CENTRAL_MIDFIELDER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250010472.jpg,MIDFIELDER,8,Delaney,35,182,71,RSC Anderlecht,Anderlecht,BEL,0,0,0,0,0,0,0,0,3,11.64,83,0,31,0,0,0,0,59.34,34,23,0,1,0,0,0,1,0,6,1,0,0,0,0,2,0,3,1,0,0
250000069,Andriy Yarmolenko,Ukraine,UKR,34,1989-10-23,52723,7,Yarmolenko,RUS,WINGER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250000069.jpg,MIDFIELDER,7,Yarmolenko,57166,189,81,FC Dynamo Kyiv,Dynamo Kyiv,UKR,0,0,0,0,0,0,0,0,3,13.71,104,0,31.8,4,0,2,2,74,44,33,0,5,0,2,0,2,1,2,3,0,0,0,0,2,0,2,2,0,0
1906416,Andrej Kramarić,Croatia,CRO,33,1991-06-19,2600431,27,Kramarić,CRO,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1906416.jpg,FORWARD,9,Kramarić,56370,177,70,TSG 1899 Hoffenheim,Hoffenheim,GER,1,1,0,0,0,1,0,0,3,31.37,245,0,31.4,4,2,1,1,80.34,88,71,14.29,7,1,0,0,0,7,5,0,0,0,0,0,1,0,4,3,0,0
1902464,Dušan Tadić,Serbia,SRB,35,1988-11-20,52692,10,TADIĆ,SRB,STRIKER,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1902464.jpg,FORWARD,10,Tadić,147,181,79,Fenerbahçe SK,Fenerbahçe,TUR,0,0,0,0,0,0,0,0,3,20.23,156,0,28.4,0,0,0,0,79.34,86,69,33.34,15,5,2,8,0,4,3,1,3,0,0,0,2,0,1,4,1,0
103806,Matteo Darmian,Italy,ITA,34,1989-12-02,50138,36,Darmian,ITA,FULL_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103806.jpg,DEFENDER,13,Darmian,66,182,70,FC Internazionale Milano,Inter,ITA,0,0,0,0,0,0,0,0,3,18.81,162,0,29.3,1,0,0,1,96.67,93,89,0,2,0,1,0,1,0,6,2,7,0,0,0,1,0,3,1,0,0
103704,Jan Vertonghen,Belgium,BEL,37,1987-04-24,50074,14,Vertonghen,BEL,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103704.jpg,DEFENDER,5,Vertonghen,13,189,79,RSC Anderlecht,Anderlecht,BEL,0,0,0,0,0,0,0,0,3,27.32,270,0,30.3,1,0,1,0,96,198,190,0,0,0,2,0,0,0,13,2,11,0,0,0,2,0,2,1,1,0
103310,Ivan Perišić,Croatia,CRO,35,1989-02-02,NA,14,Perišić,NA,WINGER,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103310.jpg,FORWARD,14,Perišić,56370,185,77,NA,NA,NA,0,0,0,0,0,0,0,0,3,18.09,138,0,32.3,4,1,1,2,65.67,46,38,26.67,15,4,0,0,0,4,6,2,3,0,0,0,1,0,4,0,0,0
102420,Péter Gulácsi,Hungary,HUN,34,1990-05-06,2603790,1,Gulacsi,NA,GOALKEEPER,GOALKEEPER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/102420.jpg,GOALKEEPER,1,Gulácsi,57,190,83,RB Leipzig,Leipzig,GER,0,0,0,0,0,0,0,0,3,16.11,270,0,24.4,0,0,0,0,76.67,95,74,0,0,0,10,0,0,0,0,0,3,9,5,0,1,2,0,0,0,0
250194503,Daniel Vivian,Spain,ESP,25,1999-07-05,50125,NA,Vivian,ESP,NA,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250194503.jpg,DEFENDER,5,Vivian,122,NA,NA,Athletic Club,Athletic Club,ESP,0,0,0,0,0,0,0,0,2,14.69,122,0,30.2,1,0,1,0,90.5,109,103,0,0,0,2,0,0,1,11,0,8,0,0,0,2,0,1,1,1,0
250177904,Kasper Dolberg,Denmark,DEN,26,1997-10-06,50074,5,Rasmussen,DEN,NA,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250177904.jpg,FORWARD,12,Dolberg,35,187,82,RSC Anderlecht,Anderlecht,BEL,0,0,0,0,0,0,0,0,2,6,38,0,29.3,0,0,0,0,81,9,6,100,1,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0
250174375,Bogdan Racoviţan,Romania,ROU,24,2000-06-06,60566,25,Racovițan,NA,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250174375.jpg,DEFENDER,24,Racovițan,113,NA,NA,Raków Częstochowa,Raków,POL,0,0,0,0,0,0,0,0,2,6.63,55,0,29.4,0,0,0,0,44,25,22,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0
250166772,David Jurásek,Czechia,CZE,23,2000-08-07,2600431,13,Jurásek,CZE,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250166772.jpg,DEFENDER,15,D. Jurásek,58837,NA,NA,TSG 1899 Hoffenheim,Hoffenheim,GER,0,0,0,0,0,0,0,0,2,18.36,162,0,35.1,4,2,2,0,58,57,36,21.43,14,3,1,1,0,3,6,0,2,0,0,0,0,0,1,0,1,0
250164991,João Neves,Portugal,POR,19,2004-09-27,50147,87,João Neves,POR,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250164991.jpg,MIDFIELDER,15,João Neves,110,NA,NA,SL Benfica,Benfica,POR,0,0,0,0,0,0,0,0,2,10.37,77,0,30.9,1,0,0,1,96,68,63,0,1,0,0,0,0,0,8,1,0,0,0,0,1,0,1,1,0,0
250163877,Jarrod Bowen,England,ENG,27,1996-12-20,53358,20,Bowen,NA,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250163877.jpg,FORWARD,20,Bowen,39,NA,NA,West Ham United FC,West Ham,ENG,0,0,0,0,0,0,0,0,2,5.15,35,0,29.3,0,0,0,0,81.5,11,9,33.34,3,1,0,2,0,2,0,1,1,0,0,0,2,0,1,1,0,0
250146912,Deian Sorescu,Romania,ROU,26,1997-08-29,2603043,22,Sorescu,NA,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250146912.jpg,MIDFIELDER,23,Sorescu,113,NA,NA,Gaziantep FK,Gaziantep,TUR,0,0,0,0,0,0,0,0,2,4.2,33,0,29.9,0,0,0,0,71,10,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
250145803,Matheus Nunes,Portugal,POR,25,1998-08-27,52919,27,Nunes,NA,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250145803.jpg,MIDFIELDER,16,Matheus N.,110,NA,NA,Manchester City,Man City,ENG,0,0,0,0,0,0,0,0,2,2.89,16,0,33.3,1,0,1,0,47,17,16,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
250138614,Dávid Ďuriš,Slovakia,SVK,25,1999-03-22,91464,29,Ďuriš,SVK,NA,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138614.jpg,FORWARD,20,Ďuriš,58836,NA,NA,Ascoli Calcio 1898,Ascoli,ITA,0,0,0,0,0,0,0,0,2,3.46,21,0,29.2,0,0,0,0,25,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
250138421,Zsolt Nagy,Hungary,HUN,31,1993-05-25,2605472,25,Nagy,HUN,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138421.jpg,DEFENDER,18,Nagy Zs.,57,NA,NA,Puskás Akadémia FC,Puskás Akadémia,HUN,0,0,0,0,0,0,0,0,2,4.36,19,0,32.9,0,0,0,0,37.5,5,3,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0
250137390,Zeno Debast,Belgium,BEL,20,2003-10-24,50074,56,Debast,NA,NA,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250137390.jpg,DEFENDER,2,Debast,13,NA,NA,RSC Anderlecht,Anderlecht,BEL,0,0,0,0,0,0,0,0,2,12.21,103,0,27.9,0,0,0,0,95.5,100,91,0,0,0,1,0,0,0,9,1,9,0,0,0,1,0,3,0,0,0
250136464,Gonçalo Inácio,Portugal,POR,22,2001-08-25,50149,25,G. Inácio,POR,CENTRE_BACK,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250136464.jpg,DEFENDER,14,G. Inácio,110,NA,NA,Sporting Clube de Portugal,Sporting CP,POR,0,0,0,0,0,0,0,0,2,14.24,117,0,33.71,1,0,0,1,86.5,140,127,0,1,0,1,0,0,3,10,2,4,0,0,0,1,0,0,0,0,0
250135716,Matěj Jurásek,Czechia,CZE,20,2003-08-30,52498,35,Jurásek,CZE,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135716.jpg,MIDFIELDER,26,M. Jurásek,58837,NA,NA,SK Slavia Praha,Slavia Praha,CZE,0,0,0,0,0,0,0,0,2,7.13,44,0,31.3,4,2,1,1,63,19,14,0,7,0,0,1,0,7,0,0,1,0,0,0,1,0,0,1,0,0
250134856,Nico Schlotterbeck,Germany,GER,24,1999-12-01,52758,4,Schlotterbeck,GER,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134856.jpg,DEFENDER,15,Schlotterbeck,47,NA,NA,Borussia Dortmund,Dortmund,GER,0,0,0,0,0,0,0,0,2,13.59,119,1,31.6,2,1,1,0,91,91,83,0,0,0,3,0,0,0,12,2,3,0,0,0,2,0,2,1,1,0
250133799,Bartosz Slisz,Poland,POL,25,1999-03-29,2613115,99,Slisz,POL,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250133799.jpg,MIDFIELDER,24,Slisz,109,NA,NA,Atlanta United,Atlanta United,USA,0,0,0,0,0,0,0,0,2,14.52,110,0,30.9,0,0,0,0,89,42,37,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,3,2,1,0
250130406,Johan Bakayoko,Belgium,BEL,21,2003-04-20,50062,11,Bakayoko,NA,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250130406.jpg,FORWARD,19,Bakayoko,13,NA,NA,PSV Eindhoven,PSV,NED,0,0,0,0,0,0,0,0,2,6.61,46,0,32.4,3,0,2,1,85,21,18,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,1,0,0
250128468,António Silva,Portugal,POR,20,2003-10-30,50147,4,António S.,POR,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250128468.jpg,DEFENDER,24,António S.,110,NA,NA,SL Benfica,Benfica,POR,0,0,0,0,0,0,0,0,2,8.56,73,0,32,1,0,1,0,95,63,57,0,1,0,1,0,0,0,5,2,1,0,0,0,1,0,1,1,0,0
250126467,Ernest Muçi,Albania,ALB,23,2001-03-19,50157,20,Muçi,ALB,UNKNOWN,FORWARD,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250126467.jpg,FORWARD,17,Muçi,2,NA,NA,Beşiktaş JK,Beşiktaş,TUR,0,0,0,0,0,0,0,0,2,2.91,11,0,28.3,0,0,0,0,77.5,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
250124849,Lazar Vujadin Samardzic,Serbia,SRB,22,2002-02-24,51310,20,Samardzic,GER,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124849.jpg,MIDFIELDER,19,Samardžić,147,NA,NA,Udinese Calcio,Udinese,ITA,0,0,0,0,0,0,0,0,2,7.86,53,0,30.2,1,0,1,0,91.5,15,14,0,4,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0
250123431,Adrian Rus,Romania,ROU,28,1996-03-18,NA,4,Rus,ROU,UNKNOWN,DEFENDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250123431.jpg,DEFENDER,4,Rus,113,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2,2.98,19,0,29.1,0,0,0,0,25,5,1,0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
250123430,Darius Olaru,Romania,ROU,26,1998-03-03,50065,27,Olaru,NA,UNKNOWN,MIDFIELDER,MALE,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250123430.jpg,MIDFIELDER,14,Olaru,113,NA,NA,FCSB,FCSB,ROU,0,0,0,0,0,0,0,0,2,4.53,24,0,32.8,0,0,0,0,89.5,16,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
